User,Card,Year,Month,Day,Zip,MCC,Amount,UseChip,MerchantName,MerchantCity,MerchantState,target
54.0,1.0,2009.0,4.0,25.0,51694.67689524219,3359.0,$209.63,Swipe Transaction,Car Rental Company 1,Istanbul,Turkey,Yes
56.0,4.0,2012.0,2.0,3.0,51694.67689524219,5310.0,$157.20,Swipe Transaction,Peres Amman Wholesale,Amman,Jordan,Yes
58.0,5.0,2013.0,1.0,4.0,51694.67689524219,5310.0,$121.67,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
60.0,0.0,2016.0,8.0,2.0,51694.67689524219,5311.0,$38.61,Online Transaction,Department Store 5,ONLINE,CA,Yes
66.0,2.0,2007.0,7.0,8.0,31326.0,5816.0,$76.62,Swipe Transaction,Digital Games Company 1,Rincon,GA,Yes
66.0,2.0,2007.0,7.0,8.0,31201.0,5300.0,$73.31,Swipe Transaction,Allen Wholesale,Macon,GA,Yes
66.0,2.0,2007.0,7.0,8.0,32207.0,4112.0,$69.88,Swipe Transaction,Rail Company 1,Jacksonville,FL,Yes
66.0,2.0,2007.0,7.0,9.0,51694.67689524219,5045.0,$153.78,Online Transaction,Software-Hardware Company 1,ONLINE,CA,Yes
66.0,2.0,2007.0,7.0,9.0,51694.67689524219,4814.0,$181.22,Online Transaction,Phone Service Provider 2,ONLINE,CA,Yes
66.0,2.0,2007.0,7.0,12.0,31205.0,5719.0,$181.62,Swipe Transaction,High End Goods Store 1,Macon,GA,Yes
73.0,0.0,2002.0,4.0,19.0,51694.67689524219,5732.0,$196.84,Online Transaction,Electronics Merchandiser 1,ONLINE,CA,Yes
103.0,3.0,2014.0,8.0,17.0,51694.67689524219,5311.0,$104.78,Online Transaction,Department Store 4,ONLINE,CA,Yes
103.0,3.0,2014.0,8.0,17.0,51694.67689524219,5311.0,$131.78,Online Transaction,Online Retailer 2,ONLINE,CA,Yes
103.0,3.0,2014.0,8.0,18.0,51694.67689524219,5719.0,$29.19,Online Transaction,High End Goods Store 1,ONLINE,CA,Yes
112.0,0.0,2012.0,3.0,29.0,51694.67689524219,5310.0,$282.32,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
112.0,0.0,2012.0,3.0,29.0,51694.67689524219,5310.0,$287.57,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
119.0,2.0,2016.0,9.0,11.0,51694.67689524219,5094.0,$131.10,Online Transaction,Jewelry Company 1,ONLINE,CA,Yes
119.0,2.0,2016.0,9.0,11.0,51694.67689524219,5300.0,$665.91,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
119.0,2.0,2016.0,9.0,11.0,51694.67689524219,5651.0,$15.61,Chip Transaction,Stetsons Caracas Clothing,Caracas,Venezuela,Yes
123.0,0.0,2009.0,4.0,6.0,51694.67689524219,5311.0,$158.38,Swipe Transaction,Department Store 11,Istanbul,Turkey,Yes
123.0,0.0,2009.0,4.0,8.0,51694.67689524219,5651.0,$5.88,Swipe Transaction,Bennett Gently Used Clothes,Istanbul,Turkey,Yes
123.0,0.0,2009.0,4.0,8.0,51694.67689524219,5311.0,$19.59,Swipe Transaction,Department Store 3,Istanbul,Turkey,Yes
127.0,1.0,2012.0,12.0,11.0,51694.67689524219,5921.0,$35.53,Swipe Transaction,Neufelder Tegucigalpa Wine and Liquor,Tegucigalpa,Honduras,Yes
141.0,0.0,2009.0,4.0,11.0,51694.67689524219,5912.0,$172.05,Swipe Transaction,Chen Rx,Istanbul,Turkey,Yes
141.0,0.0,2009.0,4.0,13.0,51694.67689524219,5814.0,$27.83,Swipe Transaction,Fast Food Chain 2,Istanbul,Turkey,Yes
141.0,0.0,2009.0,4.0,15.0,51694.67689524219,5621.0,$50.31,Swipe Transaction,Cyruss Female Fashion,Istanbul,Turkey,Yes
141.0,0.0,2009.0,4.0,15.0,51694.67689524219,5310.0,$13.78,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
143.0,2.0,2017.0,1.0,31.0,51694.67689524219,5310.0,$96.37,Chip Transaction,Georgias Wholesale,Caracas,Venezuela,Yes
143.0,2.0,2017.0,2.0,2.0,51694.67689524219,5311.0,$3.86,Online Transaction,Department Store 8,ONLINE,CA,Yes
144.0,1.0,2015.0,1.0,24.0,51694.67689524219,5300.0,$85.59,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
144.0,1.0,2015.0,1.0,24.0,51694.67689524219,5970.0,$7.03,Chip Transaction,Crafts Store 1,Mexico City,Mexico,Yes
144.0,1.0,2015.0,1.0,26.0,51694.67689524219,5310.0,$100.66,Chip Transaction,Gomez Wholesale,Mexico City,Mexico,Yes
144.0,1.0,2015.0,1.0,31.0,51694.67689524219,5732.0,$5.49,Online Transaction,Electronics Merchandiser 3,ONLINE,CA,Yes
146.0,1.0,2012.0,1.0,19.0,51694.67689524219,5310.0,$15.87,Online Transaction,Discount Store 4,ONLINE,CA,Yes
146.0,1.0,2012.0,1.0,19.0,51694.67689524219,5815.0,$52.69,Online Transaction,Digital Content Company 2,ONLINE,CA,Yes
150.0,4.0,2014.0,4.0,6.0,51694.67689524219,5310.0,$22.07,Online Transaction,Discount Store 5,ONLINE,CA,Yes
150.0,4.0,2014.0,4.0,6.0,51694.67689524219,5211.0,$0.33,Swipe Transaction,Leilas Home Supplies,Delhi,India,Yes
150.0,4.0,2014.0,4.0,6.0,51694.67689524219,5300.0,$114.54,Swipe Transaction,Wholesale Club 1,Delhi,India,Yes
150.0,4.0,2014.0,4.0,7.0,51694.67689524219,5300.0,$25.18,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
150.0,4.0,2014.0,4.0,7.0,51694.67689524219,5211.0,$3.76,Online Transaction,Home Improvement Store 2,ONLINE,CA,Yes
150.0,4.0,2014.0,4.0,8.0,51694.67689524219,5719.0,$28.81,Online Transaction,High End Goods Store 2,ONLINE,CA,Yes
150.0,4.0,2014.0,4.0,8.0,51694.67689524219,5300.0,$15.14,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
161.0,3.0,2019.0,4.0,13.0,19440.0,5300.0,$141.90,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,PA,Yes
164.0,1.0,2012.0,11.0,10.0,51694.67689524219,5912.0,$46.99,Swipe Transaction,Gray Pharmacy,Victoria,Seychelles,Yes
167.0,0.0,2012.0,6.0,13.0,51694.67689524219,5310.0,$218.56,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
167.0,0.0,2012.0,6.0,14.0,51694.67689524219,5310.0,$162.14,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
168.0,0.0,2007.0,4.0,20.0,31201.0,5300.0,$114.93,Swipe Transaction,Allen Wholesale,Macon,GA,Yes
207.0,1.0,2015.0,12.0,25.0,51694.67689524219,5310.0,$59.08,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
207.0,1.0,2015.0,12.0,27.0,51694.67689524219,5310.0,$197.79,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
216.0,2.0,2014.0,9.0,5.0,51694.67689524219,5300.0,$26.25,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
216.0,2.0,2014.0,9.0,7.0,51694.67689524219,5310.0,$270.38,Swipe Transaction,Tylers Discount Emporium,Delhi,India,Yes
228.0,2.0,2009.0,5.0,16.0,51694.67689524219,3359.0,$39.34,Swipe Transaction,Car Rental Company 1,Istanbul,Turkey,Yes
243.0,3.0,2014.0,1.0,2.0,51694.67689524219,5094.0,$168.32,Online Transaction,Jewelry Company 1,ONLINE,CA,Yes
243.0,3.0,2014.0,1.0,2.0,51694.67689524219,5311.0,$8.91,Online Transaction,Department Store 8,ONLINE,CA,Yes
243.0,3.0,2014.0,1.0,2.0,51694.67689524219,5816.0,$111.69,Online Transaction,Digital Games Company 1,ONLINE,CA,Yes
243.0,3.0,2014.0,1.0,3.0,51694.67689524219,5732.0,$150.19,Online Transaction,Electronics Merchandiser 3,ONLINE,CA,Yes
245.0,3.0,2012.0,5.0,31.0,51694.67689524219,5411.0,$83.64,Swipe Transaction,Turner Gourmet Supplies,Amman,Jordan,Yes
245.0,3.0,2012.0,6.0,1.0,51694.67689524219,5310.0,$293.21,Swipe Transaction,Peres Amman Wholesale,Amman,Jordan,Yes
246.0,1.0,2012.0,11.0,22.0,51694.67689524219,5310.0,$100.67,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
246.0,2.0,2009.0,7.0,29.0,51694.67689524219,5912.0,$105.72,Swipe Transaction,Chen Rx,Istanbul,Turkey,Yes
247.0,0.0,2016.0,12.0,6.0,93065.0,5499.0,$170.16,Swipe Transaction,Convenience Store Chain 1,Simi Valley,CA,Yes
247.0,0.0,2016.0,12.0,6.0,93065.0,4121.0,$82.04,Chip Transaction,Aarons Simi Valley Limo,Simi Valley,CA,Yes
264.0,1.0,2011.0,10.0,15.0,51694.67689524219,5621.0,$0.58,Swipe Transaction,Charleys Female Fashion,Amman,Jordan,Yes
264.0,1.0,2020.0,2.0,1.0,51694.67689524219,5310.0,$86.36,Chip Transaction,Eddies Wholesale,Georgetown,Guyana,Yes
269.0,4.0,2016.0,8.0,3.0,51694.67689524219,5533.0,$685.10,Online Transaction,Auto Parts Company 4,ONLINE,CA,Yes
278.0,3.0,2012.0,11.0,21.0,51694.67689524219,5310.0,$2.02,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
278.0,3.0,2012.0,11.0,21.0,51694.67689524219,5912.0,$123.52,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
309.0,1.0,2008.0,7.0,1.0,51694.67689524219,5310.0,$142.44,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
309.0,1.0,2008.0,7.0,1.0,51694.67689524219,3504.0,$163.54,Swipe Transaction,Hotel and Resort Company 2,Istanbul,Turkey,Yes
309.0,1.0,2008.0,7.0,1.0,51694.67689524219,4214.0,$3.50,Swipe Transaction,Delivery Company 1,Istanbul,Turkey,Yes
309.0,1.0,2008.0,7.0,3.0,51694.67689524219,5712.0,$1.56,Swipe Transaction,Sues Furniture,Istanbul,Turkey,Yes
324.0,5.0,2019.0,12.0,26.0,51694.67689524219,5311.0,$2.59,Online Transaction,Department Store 4,ONLINE,CA,Yes
332.0,0.0,2012.0,6.0,3.0,51694.67689524219,5812.0,$46.49,Swipe Transaction,Russell Restaurant,Amman,Jordan,Yes
337.0,2.0,2009.0,9.0,26.0,51694.67689524219,5311.0,$102.75,Swipe Transaction,Department Store 10,Istanbul,Turkey,Yes
337.0,2.0,2009.0,9.0,26.0,51694.67689524219,5310.0,$3.30,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
339.0,3.0,2014.0,9.0,8.0,51694.67689524219,5912.0,$96.67,Online Transaction,Pharmacy Company 3,ONLINE,CA,Yes
339.0,3.0,2014.0,9.0,8.0,51694.67689524219,5310.0,$7.28,Swipe Transaction,Tylers Discount Emporium,Delhi,India,Yes
352.0,5.0,2011.0,12.0,19.0,51694.67689524219,5310.0,$156.60,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
352.0,5.0,2011.0,12.0,19.0,51694.67689524219,5310.0,$58.66,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
353.0,1.0,2013.0,11.0,30.0,51694.67689524219,5912.0,$8.59,Online Transaction,Pharmacy Company 1,ONLINE,CA,Yes
374.0,0.0,2002.0,7.0,7.0,51694.67689524219,4411.0,$1421.26,Online Transaction,Cruise Line 4,ONLINE,CA,Yes
377.0,1.0,2015.0,12.0,20.0,51694.67689524219,4121.0,$43.25,Chip Transaction,Amalgamated Limousine,Sofia,Bulgaria,Yes
383.0,1.0,2012.0,11.0,3.0,51694.67689524219,5912.0,$35.02,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
385.0,0.0,2003.0,5.0,19.0,51694.67689524219,3174.0,$64.39,Online Transaction,Airline Company 6,ONLINE,CA,Yes
385.0,0.0,2003.0,5.0,19.0,51694.67689524219,5310.0,$55.63,Online Transaction,Discount Store 6,ONLINE,CA,Yes
385.0,0.0,2003.0,5.0,19.0,51694.67689524219,5732.0,$7.14,Online Transaction,Electronics Merchandiser 1,ONLINE,CA,Yes
385.0,0.0,2012.0,8.0,22.0,51694.67689524219,5310.0,$164.38,Swipe Transaction,Amalgamated Discount Emporium,Victoria,Seychelles,Yes
392.0,2.0,2014.0,11.0,20.0,51694.67689524219,5300.0,$486.79,Swipe Transaction,Wholesale Club 1,Mexico City,Mexico,Yes
392.0,2.0,2014.0,11.0,21.0,51694.67689524219,5912.0,$112.55,Swipe Transaction,Carter Pharmacy,Mexico City,Mexico,Yes
393.0,1.0,2017.0,2.0,7.0,51694.67689524219,5310.0,$17.26,Chip Transaction,Georgias Wholesale,Caracas,Venezuela,Yes
393.0,1.0,2017.0,2.0,7.0,51694.67689524219,5311.0,$15.94,Online Transaction,Department Store 12,ONLINE,CA,Yes
400.0,2.0,2009.0,11.0,9.0,51694.67689524219,5541.0,$125.96,Swipe Transaction,Gas Station Company 1,Istanbul,Turkey,Yes
400.0,2.0,2009.0,11.0,10.0,51694.67689524219,3504.0,$105.28,Swipe Transaction,Hotel and Resort Company 2,Istanbul,Turkey,Yes
404.0,2.0,2015.0,3.0,27.0,51694.67689524219,5300.0,$111.21,Swipe Transaction,Wholesale Club 1,Mexico City,Mexico,Yes
404.0,2.0,2015.0,3.0,28.0,51694.67689524219,5311.0,$100.19,Swipe Transaction,Department Store 2,Mexico City,Mexico,Yes
404.0,2.0,2015.0,3.0,28.0,51694.67689524219,5411.0,$101.30,Swipe Transaction,Hamzas Grocery,Mexico City,Mexico,Yes
404.0,2.0,2015.0,3.0,28.0,51694.67689524219,5311.0,$224.37,Swipe Transaction,Department Store 10,Mexico City,Mexico,Yes
404.0,2.0,2015.0,3.0,30.0,51694.67689524219,3722.0,$826.97,Swipe Transaction,Hotel and Resort Company 3,Mexico City,Mexico,Yes
409.0,1.0,2019.0,7.0,6.0,19440.0,5300.0,$205.75,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,PA,Yes
409.0,1.0,2019.0,7.0,7.0,19440.0,5300.0,$35.21,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,PA,Yes
409.0,1.0,2019.0,7.0,7.0,19446.0,7922.0,$13.40,Chip Transaction,Ryanns Theatre,Lansdale,PA,Yes
409.0,1.0,2019.0,7.0,7.0,19440.0,5655.0,$80.45,Chip Transaction,Mercys Sports Apparel,Hatfield,PA,Yes
420.0,1.0,2009.0,6.0,3.0,51694.67689524219,5310.0,$23.84,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
420.0,1.0,2009.0,6.0,3.0,51694.67689524219,5912.0,$77.81,Swipe Transaction,Chen Rx,Istanbul,Turkey,Yes
424.0,2.0,2016.0,8.0,10.0,51694.67689524219,5411.0,$23.41,Chip Transaction,Rivera Supermarket,Caracas,Venezuela,Yes
443.0,0.0,2012.0,12.0,25.0,51694.67689524219,4121.0,$48.40,Swipe Transaction,Collins Car Service,Tegucigalpa,Honduras,Yes
443.0,0.0,2012.0,12.0,25.0,51694.67689524219,5921.0,$57.62,Swipe Transaction,Neufelder Tegucigalpa Wine and Liquor,Tegucigalpa,Honduras,Yes
443.0,0.0,2012.0,12.0,27.0,51694.67689524219,5310.0,$190.41,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
443.0,6.0,2016.0,8.0,2.0,51694.67689524219,5300.0,$230.47,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
443.0,6.0,2016.0,8.0,2.0,51694.67689524219,5311.0,$132.97,Online Transaction,Department Store 10,ONLINE,CA,Yes
453.0,2.0,2015.0,12.0,28.0,51694.67689524219,5310.0,$331.07,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
462.0,2.0,2017.0,1.0,17.0,51694.67689524219,5941.0,$84.17,Online Transaction,Sporting Goods Company 1,ONLINE,CA,Yes
462.0,2.0,2017.0,1.0,17.0,51694.67689524219,4411.0,$1053.34,Online Transaction,Cruise Line 5,ONLINE,CA,Yes
462.0,2.0,2017.0,1.0,17.0,51694.67689524219,5651.0,$7.47,Online Transaction,Clothing Store 2,ONLINE,CA,Yes
463.0,5.0,2016.0,9.0,13.0,51694.67689524219,5814.0,$4.12,Online Transaction,Fast Food Chain 13,ONLINE,CA,Yes
463.0,5.0,2016.0,9.0,14.0,51694.67689524219,5411.0,$30.55,Chip Transaction,Rivera Supermarket,Caracas,Venezuela,Yes
468.0,1.0,2008.0,10.0,25.0,51694.67689524219,5311.0,$100.24,Swipe Transaction,Department Store 11,Istanbul,Turkey,Yes
468.0,1.0,2008.0,10.0,25.0,51694.67689524219,5211.0,$17.97,Swipe Transaction,Sadr Home Materials,Istanbul,Turkey,Yes
468.0,1.0,2008.0,10.0,25.0,51694.67689524219,3359.0,$2.80,Swipe Transaction,Car Rental Company 1,Istanbul,Turkey,Yes
474.0,0.0,2009.0,3.0,16.0,51694.67689524219,5311.0,$13.60,Swipe Transaction,Department Store 10,Istanbul,Turkey,Yes
474.0,0.0,2009.0,3.0,17.0,51694.67689524219,5311.0,$20.46,Swipe Transaction,Department Store 3,Istanbul,Turkey,Yes
474.0,0.0,2009.0,3.0,18.0,51694.67689524219,5814.0,$52.33,Swipe Transaction,Fast Food Chain 8,Istanbul,Turkey,Yes
475.0,0.0,2020.0,2.0,9.0,63146.0,5651.0,$60.37,Swipe Transaction,Alainas Family Clothing,Saint Louis,MO,Yes
475.0,0.0,2020.0,2.0,9.0,63146.0,5310.0,$4.23,Swipe Transaction,Dannas Discount Goods,Saint Louis,MO,Yes
481.0,1.0,2017.0,4.0,7.0,93065.0,5310.0,$115.91,Chip Transaction,Discount Store 4,Simi Valley,CA,Yes
481.0,1.0,2017.0,4.0,7.0,93065.0,9402.0,$10.26,Swipe Transaction,Delivery Company 3,Simi Valley,CA,Yes
481.0,5.0,2012.0,9.0,12.0,51694.67689524219,5310.0,$97.85,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
496.0,0.0,2009.0,6.0,30.0,51694.67689524219,5411.0,$12.50,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,Yes
498.0,2.0,2012.0,1.0,31.0,51694.67689524219,5912.0,$35.67,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
501.0,3.0,2014.0,2.0,3.0,51694.67689524219,5912.0,$71.36,Swipe Transaction,Kailanis Delhi Drugs,Delhi,India,Yes
501.0,3.0,2016.0,12.0,11.0,93065.0,5813.0,$132.35,Chip Transaction,Diaz Ale House,Simi Valley,CA,Yes
501.0,3.0,2016.0,12.0,11.0,93065.0,5411.0,$73.19,Swipe Transaction,Supermarket Chain 2,Simi Valley,CA,Yes
501.0,3.0,2016.0,12.0,11.0,93065.0,7996.0,$9.54,Chip Transaction,Acme Carnival,Simi Valley,CA,Yes
502.0,1.0,2012.0,2.0,1.0,51694.67689524219,5912.0,$18.69,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
502.0,1.0,2012.0,2.0,2.0,51694.67689524219,5310.0,$82.37,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
503.0,2.0,2019.0,12.0,31.0,51694.67689524219,5300.0,$51.87,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
503.0,2.0,2019.0,12.0,31.0,63146.0,5300.0,$440.95,Swipe Transaction,Abrils Wholesale,Saint Louis,MO,Yes
503.0,2.0,2019.0,12.0,31.0,63304.0,5311.0,$103.63,Swipe Transaction,Department Store 10,Saint Charles,MO,Yes
503.0,2.0,2019.0,12.0,31.0,63146.0,3174.0,$14.55,Swipe Transaction,Airline Company 6,Saint Louis,MO,Yes
503.0,2.0,2019.0,12.0,31.0,51694.67689524219,3509.0,$196.92,Online Transaction,Hotel and Resort Company 1,ONLINE,CA,Yes
503.0,2.0,2019.0,12.0,31.0,63146.0,5921.0,$65.62,Swipe Transaction,Achilless Saint Louis Wine and Liquor,Saint Louis,MO,Yes
506.0,0.0,2015.0,10.0,28.0,51694.67689524219,5310.0,$1.60,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
506.0,0.0,2015.0,10.0,28.0,51694.67689524219,5310.0,$111.19,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
506.0,0.0,2015.0,10.0,30.0,51694.67689524219,5310.0,$4.10,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
510.0,1.0,2016.0,6.0,2.0,51694.67689524219,5651.0,$291.44,Chip Transaction,Allstar Gently Used Clothes,Sofia,Bulgaria,Yes
516.0,2.0,2019.0,6.0,28.0,51694.67689524219,5310.0,$60.33,Chip Transaction,Eddies Wholesale,Georgetown,Guyana,Yes
524.0,0.0,2003.0,3.0,5.0,51694.67689524219,5310.0,$172.75,Online Transaction,Discount Store 2,ONLINE,CA,Yes
524.0,0.0,2003.0,3.0,5.0,51694.67689524219,5311.0,$1.35,Online Transaction,Department Store 5,ONLINE,CA,Yes
524.0,0.0,2008.0,7.0,19.0,51694.67689524219,5310.0,$79.00,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
524.0,0.0,2008.0,7.0,20.0,51694.67689524219,5311.0,$15.65,Swipe Transaction,Department Store 11,Istanbul,Turkey,Yes
524.0,0.0,2008.0,7.0,21.0,51694.67689524219,5912.0,$0.50,Swipe Transaction,Chen Rx,Istanbul,Turkey,Yes
524.0,0.0,2008.0,7.0,22.0,51694.67689524219,5411.0,$18.15,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,Yes
524.0,0.0,2008.0,7.0,22.0,51694.67689524219,5411.0,$10.75,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,Yes
526.0,2.0,2011.0,12.0,20.0,51694.67689524219,5411.0,$17.91,Swipe Transaction,Turner Gourmet Supplies,Amman,Jordan,Yes
526.0,2.0,2011.0,12.0,21.0,51694.67689524219,5094.0,$179.54,Swipe Transaction,Renees Jewelry,Amman,Jordan,Yes
526.0,2.0,2011.0,12.0,22.0,51694.67689524219,4121.0,$38.08,Swipe Transaction,Helenas Taxi,Amman,Jordan,Yes
536.0,4.0,2008.0,9.0,14.0,51694.67689524219,5094.0,$19.04,Swipe Transaction,Santoss Istanbul Jewelry,Istanbul,Turkey,Yes
540.0,2.0,2008.0,7.0,13.0,76049.0,3132.0,$17.72,Swipe Transaction,Airline Company 7,Granbury,TX,Yes
540.0,2.0,2008.0,7.0,15.0,75144.0,4121.0,$92.88,Swipe Transaction,Masvidal Taxi,Kerens,TX,Yes
544.0,2.0,2007.0,5.0,20.0,31201.0,5300.0,$108.34,Swipe Transaction,Allen Wholesale,Macon,GA,Yes
544.0,2.0,2007.0,5.0,21.0,31401.0,4829.0,$110.49,Swipe Transaction,Money Transfer Company 1,Savannah,GA,Yes
544.0,2.0,2007.0,5.0,21.0,31204.0,5045.0,$23.70,Swipe Transaction,Software-Hardware Company 1,Macon,GA,Yes
544.0,2.0,2007.0,5.0,21.0,31211.0,7996.0,$232.85,Swipe Transaction,Xi Amusements,Macon,GA,Yes
544.0,2.0,2015.0,12.0,27.0,51694.67689524219,5912.0,$50.99,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
544.0,2.0,2015.0,12.0,27.0,51694.67689524219,5094.0,$208.77,Chip Transaction,Millies Fine Jewelry,Sofia,Bulgaria,Yes
544.0,2.0,2016.0,1.0,2.0,51694.67689524219,5621.0,$3.26,Chip Transaction,Garcia Sofia Chic Boutique,Sofia,Bulgaria,Yes
551.0,0.0,2015.0,2.0,27.0,51694.67689524219,5311.0,$239.11,Chip Transaction,Department Store 2,Mexico City,Mexico,Yes
551.0,0.0,2015.0,2.0,27.0,51694.67689524219,5300.0,$91.86,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
559.0,1.0,2017.0,4.0,20.0,51694.67689524219,4722.0,$43.07,Online Transaction,Travel Booking Company 2,ONLINE,CA,Yes
559.0,2.0,2017.0,1.0,12.0,51694.67689524219,5651.0,$112.66,Online Transaction,Clothing Store 5,ONLINE,CA,Yes
559.0,2.0,2017.0,1.0,12.0,51694.67689524219,5651.0,$63.09,Chip Transaction,Stetsons Caracas Clothing,Caracas,Venezuela,Yes
564.0,1.0,2011.0,12.0,16.0,51694.67689524219,5310.0,$196.35,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
564.0,1.0,2011.0,12.0,19.0,51694.67689524219,5912.0,$40.75,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
564.0,1.0,2011.0,12.0,19.0,51694.67689524219,5310.0,$221.97,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
576.0,2.0,2013.0,2.0,11.0,51694.67689524219,5310.0,$478.06,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
576.0,2.0,2013.0,2.0,15.0,51694.67689524219,5712.0,$223.49,Swipe Transaction,Spencers Furnishings,Tegucigalpa,Honduras,Yes
576.0,2.0,2013.0,2.0,18.0,51694.67689524219,5310.0,$39.97,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
582.0,1.0,2013.0,2.0,11.0,51694.67689524219,5310.0,$84.39,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
582.0,1.0,2013.0,2.0,11.0,51694.67689524219,5912.0,$156.83,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
586.0,3.0,2017.0,1.0,12.0,51694.67689524219,5921.0,$89.30,Chip Transaction,Drews Package Store,Caracas,Venezuela,Yes
588.0,4.0,2012.0,3.0,15.0,51694.67689524219,5310.0,$66.82,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
588.0,4.0,2012.0,3.0,17.0,51694.67689524219,5094.0,$273.08,Swipe Transaction,Franklins Jewelry,Tegucigalpa,Honduras,Yes
588.0,4.0,2012.0,3.0,17.0,51694.67689524219,5310.0,$78.90,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
588.0,4.0,2012.0,3.0,22.0,51694.67689524219,7210.0,$8.28,Swipe Transaction,Kaelyns Drycleaning,Tegucigalpa,Honduras,Yes
590.0,2.0,2019.0,3.0,16.0,19440.0,5300.0,$103.37,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,PA,Yes
590.0,2.0,2019.0,3.0,16.0,19440.0,5300.0,$434.78,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,PA,Yes
590.0,2.0,2019.0,3.0,17.0,19440.0,5300.0,$70.46,Swipe Transaction,Josiahs Hatfield Wholesale,Hatfield,PA,Yes
590.0,2.0,2019.0,3.0,18.0,19440.0,5411.0,$13.65,Chip Transaction,Supermarket Chain 1,Hatfield,PA,Yes
590.0,2.0,2019.0,3.0,18.0,19446.0,5311.0,$152.23,Chip Transaction,Department Store 3,Lansdale,PA,Yes
590.0,2.0,2019.0,3.0,18.0,19440.0,4121.0,$41.25,Chip Transaction,Nguyen Hatfield Limousine,Hatfield,PA,Yes
590.0,2.0,2019.0,3.0,18.0,19440.0,5411.0,$36.70,Chip Transaction,Supermarket Chain 1,Hatfield,PA,Yes
603.0,3.0,2016.0,7.0,31.0,51694.67689524219,5094.0,$210.62,Chip Transaction,Leroux Caracas Jewelers,Caracas,Venezuela,Yes
606.0,1.0,2016.0,10.0,25.0,51694.67689524219,7011.0,$281.30,Swipe Transaction,Jones Lodge,Caracas,Venezuela,Yes
606.0,1.0,2016.0,10.0,25.0,51694.67689524219,5651.0,$49.37,Swipe Transaction,Stetsons Caracas Clothing,Caracas,Venezuela,Yes
